--------- beginning of main
09-04 19:51:15.852 I/RyzeBridge(20280): SCRIPT connect;write 3403010005;until 3403 4000;status
09-04 19:51:15.852 I/RyzeBridge(20280): STATE already connected
09-04 20:18:11.914 I/RyzeBridge(20280): RX 33F2 b107ea09041400ae000000000009120100ae
09-04 20:18:11.914 I/RyzeBridge(20280): RX 33F2 b107ea09041400ae000000000009120100ae
09-04 20:18:13.489 I/RyzeBridge(20280): RX 33F2 b107ea09041400b0000000000009120100b0
09-04 20:18:13.490 I/RyzeBridge(20280): RX 33F2 b107ea09041400b0000000000009120100b0
09-04 20:18:14.120 I/RyzeBridge(20280): RX 33F2 b107ea09041400b1000000000009120100b1
09-04 20:18:14.120 I/RyzeBridge(20280): RX 33F2 b107ea09041400b1000000000009120100b1
09-04 20:18:15.064 I/RyzeBridge(20280): RX 33F2 b107ea09041400b2000000000009120100b2
09-04 20:18:15.064 I/RyzeBridge(20280): RX 33F2 b107ea09041400b2000000000009120100b2
09-04 20:18:42.797 I/RyzeBridge(20280): RX 33F2 b107ea09041400bc000000000009120100bc
09-04 20:18:42.799 I/RyzeBridge(20280): RX 33F2 b107ea09041400bc000000000009120100bc
09-04 20:18:43.730 I/RyzeBridge(20280): RX 33F2 b107ea09041400bd000000000009120100bd
09-04 20:18:43.730 I/RyzeBridge(20280): RX 33F2 b107ea09041400bd000000000009120100bd
09-04 20:20:01.852 I/RyzeBridge(20280): RX 33F2 3411
09-04 20:20:58.868 I/RyzeBridge(20280): RX 33F2 34000061
09-04 20:22:12.897 I/RyzeBridge(20280): RX 33F2 b107ea09041400c7000000000009160200c7
09-04 20:22:12.897 I/RyzeBridge(20280): RX 33F2 b107ea09041400c7000000000009160200c7
09-04 20:23:02.038 I/RyzeBridge(20280): RX 33F2 a24d
09-04 20:23:04.591 I/RyzeBridge(20280): CONNPARAMS interval=27 latency=0 timeout=500 status=0
09-04 20:23:12.239 I/RyzeBridge(20280): CONNPARAMS interval=252 latency=0 timeout=500 status=0
09-04 20:23:12.870 I/RyzeBridge(20280): RX 33F2 b107ea09041400d2000000000009170200d2
09-04 20:23:12.871 I/RyzeBridge(20280): RX 33F2 b107ea09041400d2000000000009170200d2
09-04 20:23:13.817 I/RyzeBridge(20280): RX 33F2 b107ea09041400d3000000000009170200d3
09-04 20:23:13.818 I/RyzeBridge(20280): RX 33F2 b107ea09041400d3000000000009170200d3
09-04 20:23:14.762 I/RyzeBridge(20280): RX 33F2 b107ea09041400d4000000000009170200d4
09-04 20:23:14.762 I/RyzeBridge(20280): RX 33F2 b107ea09041400d4000000000009170200d4
09-04 20:23:15.707 I/RyzeBridge(20280): RX 33F2 b107ea09041400d5000000000009170200d5
09-04 20:23:15.708 I/RyzeBridge(20280): RX 33F2 b107ea09041400d5000000000009170200d5
09-04 20:23:16.652 I/RyzeBridge(20280): RX 33F2 b107ea09041400d6000000000009170200d6
09-04 20:23:16.653 I/RyzeBridge(20280): RX 33F2 b107ea09041400d6000000000009170200d6
09-04 20:23:17.594 I/RyzeBridge(20280): RX 33F2 b107ea09041400d7000000000009170200d7
09-04 20:23:17.595 I/RyzeBridge(20280): RX 33F2 b107ea09041400d7000000000009170200d7
09-04 20:23:18.858 I/RyzeBridge(20280): RX 33F2 b107ea09041400d9000000000009170200d9
09-04 20:23:18.859 I/RyzeBridge(20280): RX 33F2 b107ea09041400d9000000000009170200d9
09-04 20:23:20.747 I/RyzeBridge(20280): RX 33F2 b107ea09041400da000000000009170200da
09-04 20:23:20.747 I/RyzeBridge(20280): RX 33F2 b107ea09041400da000000000009170200da
09-04 20:23:21.692 I/RyzeBridge(20280): RX 33F2 b107ea09041400dc000000000009170200dc
09-04 20:23:21.693 I/RyzeBridge(20280): RX 33F2 b107ea09041400dc000000000009170200dc
09-04 20:23:22.637 I/RyzeBridge(20280): RX 33F2 b107ea09041400dd000000000009170200dd
09-04 20:23:22.637 I/RyzeBridge(20280): RX 33F2 b107ea09041400dd000000000009170200dd
09-04 20:23:23.898 I/RyzeBridge(20280): RX 33F2 b107ea09041400de000000000009170200de
09-04 20:23:23.898 I/RyzeBridge(20280): RX 33F2 b107ea09041400de000000000009170200de
09-04 20:23:24.842 I/RyzeBridge(20280): RX 33F2 b107ea09041400df000000000009170200df
09-04 20:23:24.842 I/RyzeBridge(20280): RX 33F2 b107ea09041400df000000000009170200df
09-04 20:23:25.788 I/RyzeBridge(20280): RX 33F2 b107ea09041400e0000000000009170200e0
09-04 20:23:25.789 I/RyzeBridge(20280): RX 33F2 b107ea09041400e0000000000009170200e0
09-04 20:23:26.732 I/RyzeBridge(20280): RX 33F2 b107ea09041400e2000000000009170200e2
09-04 20:23:26.732 I/RyzeBridge(20280): RX 33F2 b107ea09041400e2000000000009170200e2
09-04 20:23:27.677 I/RyzeBridge(20280): RX 33F2 b107ea09041400e3000000000009170200e3
09-04 20:23:27.677 I/RyzeBridge(20280): RX 33F2 b107ea09041400e3000000000009170200e3
09-04 20:24:33.514 I/RyzeBridge(20280): RX 33F2 b107ea09041400ed000000000009180200ed
09-04 20:24:33.515 I/RyzeBridge(20280): RX 33F2 b107ea09041400ed000000000009180200ed
09-04 20:24:34.144 I/RyzeBridge(20280): RX 33F2 b107ea09041400ef000000000009180200ef
09-04 20:24:34.144 I/RyzeBridge(20280): RX 33F2 b107ea09041400ef000000000009180200ef
09-04 20:24:34.771 I/RyzeBridge(20280): RX 33F2 b107ea09041400f1000000000009180200f1
09-04 20:24:34.772 I/RyzeBridge(20280): RX 33F2 b107ea09041400f1000000000009180200f1
09-04 20:24:35.718 I/RyzeBridge(20280): RX 33F2 b107ea09041400f2000000000009180200f2
09-04 20:24:35.719 I/RyzeBridge(20280): RX 33F2 b107ea09041400f2000000000009180200f2
09-04 20:24:36.663 I/RyzeBridge(20280): RX 33F2 b107ea09041400f4000000000009180200f4
09-04 20:24:36.664 I/RyzeBridge(20280): RX 33F2 b107ea09041400f4000000000009180200f4
09-04 20:24:38.869 I/RyzeBridge(20280): RX 33F2 b107ea09041400f5000000000009180200f5
09-04 20:24:38.870 I/RyzeBridge(20280): RX 33F2 b107ea09041400f5000000000009180200f5
09-04 20:28:01.735 I/RyzeBridge(20280): RX 33F2 f70307ea090414025f
09-04 20:29:03.477 I/RyzeBridge(20280): RX 33F2 f70407ea0904141d693a4c
09-04 20:29:03.788 I/RyzeBridge(20280): RX 33F2 f70407ea0904141d693a4c
09-04 20:29:05.050 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:05.682 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:06.625 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:07.889 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:08.831 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:09.776 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:10.720 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:11.666 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:12.612 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:13.871 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:14.816 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:15.762 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:16.705 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:17.650 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:18.596 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:19.856 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:29:20.800 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:29:21.745 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:22.691 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:23.636 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:24.896 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:25.841 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:26.785 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:27.732 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:28.677 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:29.620 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:30.882 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:32.142 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:32.771 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:33.715 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:34.661 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:35.608 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:36.867 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:37.812 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:38.757 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:39.700 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:29:40.647 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:41.907 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:42.852 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:43.795 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:44.741 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:45.686 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:29:46.631 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:48.207 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:48.838 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:29:49.780 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:29:50.727 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:29:51.670 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:29:52.617 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:29:53.877 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:29:54.822 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:29:55.766 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:29:56.712 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:29:57.972 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:29:58.600 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:29:59.863 I/RyzeBridge(20280): RX 33F2 e511005a
09-04 20:30:00.804 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:30:01.123 I/RyzeBridge(20280): RX 33F2 a307ea0904141e00
09-04 20:30:02.065 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:30:02.065 I/RyzeBridge(20280): RX 33F2 3411
09-04 20:30:03.673 I/RyzeBridge(20280): CONNPARAMS interval=27 latency=0 timeout=500 status=0
09-04 20:30:31.171 I/RyzeBridge(20280): CONNPARAMS interval=252 latency=0 timeout=500 status=0
09-04 20:30:58.896 I/RyzeBridge(20280): RX 33F2 34000062
09-04 20:30:59.838 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:31:00.784 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:31:01.727 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:31:02.988 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:31:04.248 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:31:04.875 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:31:05.821 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:31:06.767 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:07.712 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:08.657 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:09.603 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:10.862 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:11.807 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:12.753 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:13.698 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:14.641 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:15.903 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:16.847 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:17.793 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:18.738 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:19.684 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:21.259 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:22.204 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:22.833 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:23.778 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:24.722 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:25.669 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:26.614 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:27.874 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:28.819 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:29.763 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:30.708 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:31.652 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:32.914 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:33.858 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:34.804 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:35.749 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:36.693 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:37.639 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:31:38.898 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:39.845 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:40.788 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:41.733 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:31:42.678 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:31:43.623 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:31:44.884 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:31:45.828 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:31:46.774 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:47.718 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:48.664 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:49.610 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:50.869 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:51.814 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:52.758 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:53.703 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:54.650 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:55.909 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:56.854 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:57.799 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:58.747 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:31:59.690 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:00.634 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:01.894 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:02.839 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:03.784 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:04.728 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:05.674 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:06.619 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:07.879 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:08.823 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:09.770 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:10.713 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:11.659 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:12.604 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:13.864 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:14.809 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:15.755 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:16.700 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:17.644 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:18.906 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:19.848 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:20.793 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:21.739 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:22.685 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:23.630 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:24.891 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:25.835 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:32:26.779 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:27.725 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:28.669 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:29.612 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:30.874 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:31.821 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:32.764 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:33.709 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:34.656 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:35.602 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:36.860 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:37.806 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:38.750 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:39.695 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:40.640 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:41.901 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:42.845 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:43.790 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:32:44.734 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:32:45.678 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:32:46.626 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:32:47.886 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:32:48.829 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:32:49.776 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:32:50.720 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:32:51.665 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:32:52.611 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:32:53.872 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:32:54.815 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:32:55.761 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:32:56.705 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:32:57.650 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:32:58.911 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:32:59.855 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:33:00.801 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:33:01.746 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:33:02.691 I/RyzeBridge(20280): RX 33F2 a24d
09-04 20:33:02.691 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:03.635 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:05.243 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:05.244 I/RyzeBridge(20280): CONNPARAMS interval=27 latency=0 timeout=500 status=0
09-04 20:33:05.613 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:06.628 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:07.607 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:08.618 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:33:09.631 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:33:10.609 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:33:11.622 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:33:12.894 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:33:12.894 I/RyzeBridge(20280): CONNPARAMS interval=252 latency=0 timeout=500 status=0
09-04 20:33:13.838 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:33:14.786 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:15.729 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:16.674 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:17.619 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:18.880 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:19.824 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:20.769 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:22.029 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:22.659 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:23.605 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:24.864 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:25.811 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:26.755 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:27.700 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:28.644 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:29.906 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:30.850 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:31.794 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:32.739 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:33.685 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:34.629 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:35.890 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:36.835 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:37.780 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:38.724 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:39.670 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:40.615 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:41.875 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:42.822 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:43.764 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:44.711 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:45.656 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:46.917 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:47.861 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:48.806 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:49.750 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:50.696 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:51.642 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:52.901 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:53.845 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:54.790 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:55.735 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:56.679 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:57.626 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:33:58.886 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:33:59.830 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:34:00.777 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:34:01.722 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:34:02.666 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:34:03.611 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:34:04.871 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:34:05.817 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:34:06.761 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:07.705 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:08.651 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:09.911 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:10.856 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:11.801 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:12.747 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:13.692 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:14.637 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:15.897 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:16.841 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:17.787 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:18.732 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:19.675 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:20.622 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:21.881 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:22.826 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:23.771 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:24.717 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:25.662 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:26.607 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:27.865 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:28.811 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:29.758 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:30.702 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:31.646 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:32.908 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:33.852 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:34.798 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:35.741 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:36.687 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:34:37.631 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:34:38.892 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:34:39.837 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:34:40.781 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:34:41.726 I/RyzeBridge(20280): RX 33F2 e5110056
