--------- beginning of main
09-04 19:51:15.852 I/RyzeBridge(20280): SCRIPT connect;write 3403010005;until 3403 4000;status
09-04 19:51:15.852 I/RyzeBridge(20280): STATE already connected
09-04 20:34:42.672 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:43.617 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:34:44.876 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:45.822 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:46.766 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:47.711 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:48.657 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:49.602 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:50.862 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:51.807 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:52.752 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:53.699 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:54.642 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:55.902 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:56.847 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:57.792 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:58.738 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:34:59.681 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:00.628 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:01.890 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:02.833 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:03.777 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:04.722 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:05.668 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:06.614 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:07.873 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:08.817 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:09.762 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:10.709 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:11.649 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:12.912 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:13.858 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:14.803 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:15.749 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:16.694 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:17.639 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:18.899 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:35:19.842 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:35:20.789 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:35:21.734 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:35:22.678 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:23.624 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:24.883 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:25.828 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:26.773 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:27.718 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:35:28.663 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:35:29.608 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:35:30.868 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:35:31.812 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:35:32.759 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:35:33.703 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:35:34.647 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:35.909 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:36.854 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:37.799 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:38.743 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:39.689 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:40.634 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:41.894 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:42.839 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:43.783 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:44.729 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:35:45.674 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:35:46.618 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:35:47.879 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:35:48.825 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:35:49.771 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:35:50.715 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:35:51.659 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:35:52.918 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:35:53.863 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:35:54.810 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:35:55.756 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:56.700 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:57.646 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:58.905 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:35:59.850 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:36:00.795 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:36:01.741 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:36:02.684 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:36:03.629 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:36:05.206 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:36:05.834 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:36:06.780 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:36:07.725 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:36:08.670 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:09.615 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:10.876 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:11.819 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:12.765 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:13.711 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:14.658 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:15.915 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:36:16.860 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:36:17.805 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:36:18.749 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:36:19.696 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:36:20.640 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:36:21.900 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:36:22.846 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:36:23.789 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:25.366 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:25.681 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:26.625 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:27.885 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:28.828 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:30.090 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:30.721 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:31.666 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:32.610 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:34.186 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:34.815 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:35.761 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:36.706 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:37.652 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:38.912 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:39.856 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:40.800 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:36:41.747 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:36:43.007 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:43.634 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:36:44.896 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:36:45.841 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:36:46.785 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:47.730 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:49.303 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:49.621 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:50.881 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:51.826 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:52.771 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:53.716 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:36:54.661 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:36:55.920 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:36:56.866 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:36:57.811 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:36:58.756 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:36:59.703 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:00.646 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:37:01.907 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:02.851 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:03.797 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:04.742 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:05.686 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:06.631 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:07.891 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:08.836 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:10.096 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:10.727 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:11.672 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:12.618 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:13.877 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:14.822 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:16.081 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:16.711 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:17.658 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:18.917 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:37:19.862 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:20.808 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:21.761 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:22.697 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:23.958 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:24.902 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:25.848 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:26.792 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:27.737 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:28.682 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:29.628 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:37:30.887 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:37:31.833 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:37:33.093 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:37:33.721 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:34.666 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:35.612 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:36.888 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:37.818 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:38.762 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:39.707 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:40.653 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:41.913 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:42.867 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:43.803 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:44.745 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:45.693 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:46.638 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:47.898 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:48.842 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:37:49.787 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:50.733 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:51.678 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:52.938 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:53.883 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:54.828 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:55.772 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:56.718 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:57.662 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:58.923 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:37:59.868 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:38:00.812 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:38:01.759 I/RyzeBridge(20280): RX 33F2 f70307ea0904140352
09-04 20:38:01.759 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:38:02.704 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:38:03.648 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:04.908 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:38:05.853 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:06.796 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:07.742 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:08.687 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:09.633 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:38:10.892 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:11.838 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:38:12.784 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:13.727 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:38:14.674 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:15.618 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:17.193 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:17.823 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:18.768 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:19.714 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:20.659 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:21.919 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:22.866 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:23.809 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:24.754 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:25.699 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:26.646 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:27.905 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:28.849 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:38:29.794 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:38:30.738 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:38:31.684 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:38:32.629 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:38:33.889 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:34.835 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:35.780 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:36.725 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:37.670 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:38.613 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:39.873 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:40.819 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:41.764 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:42.708 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:43.654 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:38:44.914 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:46.176 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:46.805 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:47.748 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:48.693 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:49.954 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:50.899 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:51.844 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:52.790 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:53.734 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:54.678 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:38:55.625 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:56.885 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:57.830 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:58.775 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:38:59.719 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:39:00.665 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:39:01.925 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:02.869 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:04.129 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:04.759 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:05.704 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:06.650 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:08.225 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:08.854 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:09.799 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:10.744 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:39:11.689 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:39:12.633 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:39:13.896 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:39:15.156 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:39:15.786 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:16.735 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:17.990 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:18.618 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:19.880 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:20.824 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:22.715 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:22.715 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:23.661 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:24.920 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:39:25.865 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:26.810 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:27.755 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:28.701 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:29.646 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:30.905 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:31.851 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:32.795 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:33.741 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:34.686 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:35.630 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:36.891 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:38.151 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:38.781 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:39.725 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:40.671 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:41.930 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:42.875 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:43.820 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:44.765 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:45.710 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:46.656 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:39:47.915 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:48.860 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:49.806 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:50.750 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:51.695 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:52.642 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:39:53.902 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:39:54.845 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:39:55.791 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:56.735 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:57.680 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:39:58.626 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:39:59.887 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:40:00.830 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:40:02.091 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:40:02.092 I/RyzeBridge(20280): RX 33F2 3411
09-04 20:40:58.793 I/RyzeBridge(20280): RX 33F2 34000061
09-04 20:40:59.738 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:00.684 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:01.944 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:02.888 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:03.830 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:04.778 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:05.721 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:06.666 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:07.614 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:07.927 I/RyzeBridge(20280): RX 33F2 f70407ea09041429693a4b
09-04 20:41:08.871 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:09.817 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:10.763 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:11.707 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:12.651 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:13.913 I/RyzeBridge(20280): RX 33F2 e5110000
09-04 20:41:14.864 I/RyzeBridge(20280): RX 33F2 e5110080
09-04 20:41:16.117 I/RyzeBridge(20280): RX 33F2 e5110080
09-04 20:41:16.748 I/RyzeBridge(20280): RX 33F2 e5110080
09-04 20:41:17.694 I/RyzeBridge(20280): RX 33F2 e5110080
09-04 20:41:18.638 I/RyzeBridge(20280): RX 33F2 e5110080
09-04 20:41:19.898 I/RyzeBridge(20280): RX 33F2 e5110080
09-04 20:41:20.844 I/RyzeBridge(20280): RX 33F2 e5110080
09-04 20:41:21.788 I/RyzeBridge(20280): RX 33F2 e5110079
09-04 20:41:22.733 I/RyzeBridge(20280): RX 33F2 e5110074
09-04 20:41:23.678 I/RyzeBridge(20280): RX 33F2 e5110076
09-04 20:41:24.622 I/RyzeBridge(20280): RX 33F2 e5110070
09-04 20:41:25.883 I/RyzeBridge(20280): RX 33F2 e5110070
09-04 20:41:26.829 I/RyzeBridge(20280): RX 33F2 e5110070
09-04 20:41:27.773 I/RyzeBridge(20280): RX 33F2 e5110070
09-04 20:41:28.719 I/RyzeBridge(20280): RX 33F2 e5110070
09-04 20:41:29.664 I/RyzeBridge(20280): RX 33F2 e511006c
09-04 20:41:30.608 I/RyzeBridge(20280): RX 33F2 e5110069
09-04 20:41:31.868 I/RyzeBridge(20280): RX 33F2 e5110067
09-04 20:41:32.814 I/RyzeBridge(20280): RX 33F2 e5110064
09-04 20:41:33.758 I/RyzeBridge(20280): RX 33F2 e5110064
09-04 20:41:34.703 I/RyzeBridge(20280): RX 33F2 e5110062
09-04 20:41:35.647 I/RyzeBridge(20280): RX 33F2 e5110062
09-04 20:41:36.908 I/RyzeBridge(20280): RX 33F2 e5110064
09-04 20:41:37.854 I/RyzeBridge(20280): RX 33F2 e5110064
09-04 20:41:38.800 I/RyzeBridge(20280): RX 33F2 e511005f
09-04 20:41:39.744 I/RyzeBridge(20280): RX 33F2 e511005f
09-04 20:41:40.690 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:41:41.632 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:41:42.896 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:41:43.839 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:41:44.785 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:41:45.728 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:41:46.674 I/RyzeBridge(20280): RX 33F2 e511005f
09-04 20:41:47.619 I/RyzeBridge(20280): RX 33F2 e511005f
09-04 20:41:48.880 I/RyzeBridge(20280): RX 33F2 e511005f
09-04 20:41:49.824 I/RyzeBridge(20280): RX 33F2 e511005f
